,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized cost of H2 (excl. electricity) (H2A),Levelized H2 Elec Feedstock Cost/kg (HOPP),Total H2 cost/kg,Total Annual H2 production (kg),H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,Electrolyzer Size,Electrolyzer Total System Size,H2A scaled total install cost,H2A scaled total install cost per kw,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
121,3MW 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.570418329321172,1.082219921832543,2.5365821727732505,3.6188020946057935,6895803.387469195,0.8830151383977294,223.24475064916285,181.6216216216216,200,36247022.25085752,181.23511125428757,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
122,2018 COE 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.944857135958449,0.9553342902315508,2.189395710456939,3.1447300006884897,8751226.537358161,0.8488406482683843,223.24475064916285,181.6216216216216,200,41505793.02040869,207.52896510204346,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
123,2018 COE 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.703507649203748,1.082219921832543,2.6104467453080797,3.6926666671406227,6895803.387469195,0.9206932550025028,223.24475064916285,181.6216216216216,200,36247022.25085752,181.23511125428757,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
124,ATB ADV GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.5172076756478425,1.1501719788731875,2.5070502599845526,3.65722223885774,6190576.14046449,0.8061298225843794,223.24475064916285,181.6216216216216,200,34239912.63270149,171.19956316350743,0,239174203.379,True,343576975.79577637,253819.3341245377,0.0,0.0,0.0
125,3MW 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.346674880023548,0.7969484879811333,1.3024045584130692,2.0993530463942025,13179689.81350818,0.5746977176822693,223.24475064916285,181.6216216216216,200,54062595.60204917,270.31297801024584,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
126,3MW 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.1400858208744036,0.8078607949497726,1.187747630585294,1.9956084255350666,12738913.567083428,0.5039763849913534,223.24475064916285,181.6216216216216,200,52819069.83554502,264.0953491777251,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
127,2018 COE 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.374796767730104,0.7969484879811333,1.3180122060902075,2.114960694071341,13179689.81350818,0.582659032874367,223.24475064916285,181.6216216216216,200,54062595.60204917,270.31297801024584,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
128,2018 COE 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.2121335673805134,0.8078607949497726,1.227734129896185,2.0355949248459577,12738913.567083428,0.5243722282277827,223.24475064916285,181.6216216216216,200,52819069.83554502,264.0953491777251,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
129,ATB ADV High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.259855328153568,0.8636609234957275,1.2542197071252301,2.1178806306209577,10867189.014624458,0.48359718569899796,223.24475064916285,181.6216216216216,200,47512630.5632794,237.56315281639698,0,239174203.379,True,603128990.3116466,94098.2636344127,0.0,0.0,0.0
130,3MW 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.529131031498765,0.8155864411435538,1.4036677224818146,2.2192541636253686,12441531.70120816,0.6054330466971297,223.24475064916285,181.6216216216216,200,51974628.71121058,259.87314355605287,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
131,3MW 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.540225842859466,0.8529087159731811,1.4098253427870038,2.2627340587601847,11179777.89188403,0.5663585200975004,223.24475064916285,181.6216216216216,200,48389912.42304886,241.9495621152443,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
132,2018 COE 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.5589214726757623,0.8155864411435538,1.420201417335048,2.2357878584786017,12441531.70120816,0.6138667080227066,223.24475064916285,181.6216216216216,200,51974628.71121058,259.87314355605287,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
133,2018 COE 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.6223237271257243,0.8529087159731811,1.455389668554777,2.308298384527958,11179777.89188403,0.5895987746561597,223.24475064916285,181.6216216216216,200,48389912.42304886,241.9495621152443,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
134,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.9227342852736816,1.513157536388364,2.4358918216620458,9399478.03770493,0.5502648073303984,223.24475064916285,181.6216216216216,200,43338802.24790093,216.69401123950468,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
