First Solar 430 kW PV Array,GE 1.5 MW Turbine
-0.0000069,-7.1
0.00000846,-7.2
0.000000935,-7
0.000018,-6.9
0.0000205,-6.7
0.0000143,-7
0.00000657,-7
0.0000103,-7.2
0.00000613,-7.2
0.00000247,-7.2
0.00000724,-7.3
0.00000778,-7.3
0.00000961,-7.3
0.00000769,-7.3
0.0000142,-7.2
0.00000984,-7.4
0.0000127,-7.2
0.0000141,-7.1
-0.97,-6.2
689,-4.7
41.8,-4.8
129,-5.2
-55,-5.1
184,-4.8
137,-4.8
-0.0000013,-4.6
0.00000378,-4.3
0.00000554,-4
0.00000997,-3.8
0.0000246,-4.1
0.000014,-4.2
0.00000169,-4.1
0.0000055,-4.1
0.00000768,-4.2
0.00000552,-4.3
0.00000666,-4.3
0.00000369,-4.4
0.0000086,-4.4
0.0000108,-4.5
-0.0000025,-4.2
0.00000687,-4.2
0.00000255,-4.7
-1,-4.2
-2.6,-4.3
-125,-3.8
60.9,-4.2
429,773
235,1.51
-0.55,1.44
0.000000792,1.39
0.0000011,683
0.00000339,-5.9
0.00000621,-6.1
0.0000274,-6.3
-0.0000086,-6.3
-0.0000061,-6.3
0.0000164,-6.4
0.0000216,-6.4
-0.00000057,-6.6
0.000000712,-6.7
-0.0000067,-6.8
-0.0000071,-6.8
-0.00000087,-6.8
-0.0000062,-6.9
-0.0000021,-7.3
-0.000000048,-7
-0.00000037,-7
-0.000017,-6.7
-0.000021,706
-0.0000048,1.39
-0.0000025,1.2
-0.0000047,986
-0.0000016,763
0.00000355,963
-0.0000045,978
0.00000139,607
0.00000918,-6.1
0.0000141,-6.4
0.00000252,-6.5
0.00000139,-6.5
0.0000116,-6.5
-0.000011,-6.6
0.0000112,-6.7
-0.0000019,-6.7
-0.000015,-6.8
0.0000157,-6.8
0.0000246,-7
0.00000567,-7.1
0.00000379,-7
-0.0000086,-7.5
-0.0000087,-7.4
-0.000025,-5.9
-0.000016,-4.8
-0.014,-4.6
355,-4.5
374,-4.8
360,-4.5
322,-4.9
252,-4.4
140,-4.3
18.7,-3.8
-4.4,-3.7
-4.4,-3.8
-4.5,-3.8
-4.6,-4.1
-4.5,-3.8
-4.6,-3.9
-4.7,-3.9
-4.7,-4.1
-4.7,-4
-4.7,-4.1
-4.7,-4
-4.6,-4.2
-4.4,-4.4
3.86,-3.9
104,-4.9
224,-4.6
302,-4.6
350,-4.5
365,-4.7
351,-4.8
312,-4.6
244,-4.7
136,-4.5
16.3,-4.2
-4.3,-3.7
-4.3,-3.7
-4.3,-3.8
-4.4,-3.8
-4.5,-3.7
-4.5,-3.9
-4.6,-3.9
-4.6,-3.9
-4.6,-4.2
-4.7,-3.9
-4.7,-3.8
-4.6,-3.7
-4.5,-4.1
4.67,-4.6
85.7,-4.5
206,-4.6
297,-4.5
344,-4.6
355,-4.6
342,-4.2
233,-4.2
196,-4.3
97.5,-4.3
3.32,-3.9
-4.4,-4
-4.4,-3.9
-4.5,-4.1
-4.5,-4
-4.6,-4
-4.7,-3.9
-4.7,-4.1
-4.8,-4
-4.8,-4
-4.8,-4.1
-4.8,-7.3
-4.8,-7.7
-4.8,-4.1
-4.7,-4
-4.1,-4.1
0.661,-6.6
22,-8
46.9,-7.6
55.1,-7.8
40.1,-7.5
31.5,-7.6
30.7,-7.2
7.07,-7.4
-2.9,-7.3
-4.5,-6.7
-4.5,-4.1
-4.5,-4.2
-4.5,-4
-4.6,-3.9
-4.6,-4.4
-4.7,-4.3
-4.7,-7.6
-4.7,-7.4
-4.7,-7.5
-4.6,-7.5
-4.6,-5.6
-4.5,-4
-4.4,-4.1
-0.94,-4.3
6.03,-4.9
22.1,-7.6
48.3,-4.6
15.6,0.00183
39.1,-8.5
37.6,-6.9
17.8,-8.1
2.85,-7.5
-0.29,-7.1
0.00000786,-7.1
0.00000411,-7.4
0.00000656,-7.1
0.00000699,-7.1
0.0000014,-4.7
0.00000586,-4.2
-0.0000017,-3.9
0.00000369,-3.9
0.0000104,-4
0.00000759,-6.6
0.00000864,-7.4
-0.0000016,-7.2
0.00000183,-7.1
-1.3,-7.3
277,-4.9
365,-3.7
451,-4.3
325,-0.029
28.2,-4
299,-7.6
13.3,-7.5
-1.1,-7.5
0.00000575,-7.1
0.0000123,-7.2
0.0000142,-6.7
0.00000804,-3.8
0.00000652,-3.9
0.00000538,-4.1
0.0000102,-3.9
0.00000812,-3.8
0.0000103,-3.9
0.00000476,-4.9
0.00000419,-7.7
0.00001,-7.2
0.000000645,-7.3
0.00000976,-4.3
0.00000908,-4
-0.00059,-3.7
77,-3.9
168,-4.1
188,-4.3
68.1,-4.2
-0.86,-3.9
218,-4.3
-0.000014,-4
-0.00000082,-7.9
0.0000124,-7.3
0.0000254,-5.9
0.0000245,-4.1
0.0000129,-4
0.00000275,-4
0.0000164,-4.1
0.0000183,-4.1
-0.000014,-4.1
0.00000674,-4.2
0.00000622,-4.6
0.0000054,-4.1
0.0000366,-4.1
0.000014,-7.9
0.00000962,-7.6
-0.000016,-7.5
42.7,-5.6
346,-4.4
371,-4.8
539,-4.7
123,-4.4
197,-4.6
277,-4.6
537,-4.9
734,-4.2
0.00000655,-3.9
0.0000191,-4
0.0000124,-3.7
0.000000321,-3.7
0.00000204,-3.8
0.000000142,-3.8
0.00000108,-3.7
-0.0000046,-3.9
-0.0000006,-4.2
0.00000327,-3.8
0.00000029,-3.8
-0.0000048,-3.9
-0.0000015,-4.3
0.00000709,-3.7
0.00000116,-3.9
0.000000711,119
-0.0000073,938
-0.000016,89.1
-0.0000081,281
-3.20E-09,210
0.0000025,3.33
-0.0000018,130
-0.0000057,-0.22
0.00000311,25.7
0.00000998,7.72
0.000007,-6.7
0.0000137,-6.3
0.0000048,-6.4
0.000000739,-6.5
-0.0000011,-6.6
-0.000000043,-6.4
-0.0000003,-6.6
-0.00000094,-6.6
-0.0000015,-6.7
-0.0000022,-6.7
0.00000507,-6.7
0.0000188,-6.5
0.00000324,-6.8
0.00000632,-6.8
-0.0000058,-6.7
-0.0000004,-7.1
-0.000033,-6.7
-0.000029,-7.1
0.00000249,-7
-0.0000032,-7
-0.0000046,-7
0.00000189,-6.6
0.00000688,-6.8
0.00000215,-6.5
0.0000148,-6.8
0.0000148,-6.7
0.00000344,-6.5
0.0000121,-6.5
0.00000149,-6.5
-0.0000038,-6.6
0.000000432,-6.4
0.00000444,-6.5
-0.0000032,-6.6
0.00000599,-6.5
0.00000329,-6.7
-0.0000058,-6.9
-0.0000079,-6.7
0.00000775,-6.5
-0.0000007,-6.9
-0.0000052,-6.6
-0.000014,-7
-0.000018,-6.9
-0.0000031,-6.9
-0.000003,-6.9
-0.0000053,-6.8
-0.00000061,-6.6
0.00000173,-6.9
0.00000483,-6.6
0.0000149,-6.5
0.0000221,-6.8
-0.0000029,-6.6
-0.0000019,-6.6
0.00000251,-6.6
0.00000423,-6.4
-0.00000011,-6.5
-0.00000094,-6.6
0.0000059,-6.7
0.0000104,-6.9
0.0000179,-6.9
-0.00000046,-7.1
0.00000948,-7.1
0.00000436,-7
0.0000115,-7
-0.000041,-6.8
-0.000027,-6.9
-0.055,-7
263,-7
518,-6.9
272,-6.7
798,-6.8
0.0000018,-7.1
0.00000264,-6.7
0.00000737,-6.7
0.0000103,-6.6
0.000015,-6.8
0.0000171,-6.8
0.00000782,-5.9
-0.0000055,-4.1
-0.000002,-4
0.00000864,-4.1
-0.000011,-4.1
-0.00000048,-4.2
-0.0000076,-4.4
-0.00000081,-4.3
0.00000364,-4.2
0.000000784,-4.1
0.0000024,-4.5
-0.000022,-4.2
-0.000027,-5.3
523,-5.6
689,-7.7
496,-7.5
25.3,-5.7
-4.3,-3.7
13.8,-4.3
144,-4
0.00000966,-4
0.00000787,-3.9
0.00000872,-3.9
0.00000137,-4
0.00000575,-3.8
0.0000027,-4.3
-0.00000026,-4.1
-0.000016,-4
-0.0000062,-4.4
-0.00000056,-4.2
0.00000117,-5.5
-0.0000018,-6.9
0.00000211,-4.3
0.00000327,-3.9
0.00000395,-4
-0.55,-4.5
-0.084,75.8
209,68.6
372,75.2
619,76.2
90.8,76.4
471,57.2
106,232
-0.0000036,162
0.00000731,118
0.0000115,-6.2
0.00000822,-6.3
0.00000539,-6.4
0.00000614,-6.5
0.0000078,-6.5
-0.000000099,-6.6
-0.0000014,-6.5
0.000000209,-6.6
0.00000565,-6.9
0.00000632,-6.9
-0.000001,-6.9
-0.00000046,-7.5
-0.0000031,-7.1
0.00000186,-4.2
151,75
785,740
616,908
84.2,806
-3.6,748
161,912
888,636
114,884
0.00000391,1.23
0.0000087,405
0.00000524,-6.5
0.000000156,-6.2
0.00000246,-6.2
-0.0000018,-6.2
0.0000057,-6.4
0.0000237,-6.6
0.0000144,-6.6
-0.0000038,-6.8
-0.0000026,-6.9
0.000000234,-6.8
0.0000028,-6.8
0.00000395,-6.8
0.00000193,-6.5
0.00000594,-3.9
3.89E-08,-4.4
-0.000029,-4
-0.000026,-4.3
-0.0000062,-4.3
-0.0000022,-5.5
-0.000013,5.72
-0.000005,6.95
0.0000116,19.3
-0.0000061,-4.8
0.0000156,-4.2
0.00000232,-4.6
0.00000121,-4.3
-0.0000028,-4.3
-0.0000056,-4.2
-0.0000022,-4.7
0.00000103,-4.6
0.00000583,-4.7
-0.00000005,-4.5
0.00000153,-4.8
-0.000003,-4.5
0.00000316,-4.7
0.0000012,-4.5
-0.0000011,-4.7
0.00000154,-4.4
-0.000001,-4.4
-0.00000013,-4.2
-0.0000061,-4.3
-0.00001,-4.3
-0.0000012,-4
0.00000714,-4.2
-0.000015,-4.4
-0.00000084,-4
0.000000481,-4.3
0.0000188,-4.1
0.00000531,-4.2
0.00000162,-4.4
-0.0000028,-4.7
-0.0000013,-4.3
-0.0000026,-4.3
0.0000187,-4.4
0.0000277,-5.3
0.0000143,-8.1
0.00000338,-7.9
0.00000334,-7.9
-0.00001,-8
-0.000013,-8
0.00000152,-7.8
-0.0000077,-4.6
-0.0000023,-4.1
-0.000024,-4.2
-0.000012,-4.9
-0.0000056,-4.7
0.00000677,-4.3
0.00000521,-3.9
-0.0000027,-4.2
-0.0000048,-4.3
-0.00000082,-4
0.00000776,-4
0.00000156,-4.4
-0.0000012,-4.4
-0.0000012,-4.1
-0.00000074,-4.4
-0.0000019,-4.2
-0.00000014,-4.4
-0.0000022,-4.4
-0.0000012,-4.7
0.00000363,-4.4
0.000005,-4.5
0.0000027,-4.3
0.00000375,-4.8
0.00000145,-4.2
-0.0000012,-4.2
-0.0000027,-4.3
-0.000013,-4.4
-0.000007,185
0.0000109,645
7.23,497
46.6,559
40.1,998
90.3,229
67.2,-7.2
1.91,-6.5
-0.29,-6.6
-0.0000035,-6.7
-0.00000019,-6.7
0.00000158,-6.8
-0.0000041,-6.8
-0.0000084,-7
0.00000445,-7.1
0.00000447,-6.9
-0.000000075,-6.9
0.00000216,-6.8
0.00000136,-6.8
-0.0000034,-7
0.00000286,-6.7
-0.0000055,-6.8
-0.0000061,76.6
-0.0000035,1.21
-0.0000032,88.6
-0.00001,567
-0.0000063,891
-0.0000049,997
0.898,830
228,1.1
117,801
2.03,22.5
0.00000512,-6.4
0.00000175,-6.5
-0.00000081,-6.6
-0.0000054,-6.6
0.00000268,-6.5
0.0000125,-6.7
0.0000114,-6.9
0.0000175,-7
0.00000447,-7.1
0.0000127,-7.1
0.00000452,-7.2
0.000000754,-7.2
-0.0000027,-7.1
-0.0000041,-7
-0.1,-6.8
-3.4,-6.9
-2.1,-7
-0.000017,-6.6
67.1,-6.9
597,-6.8
368,-6.9
87.2,-6.9
83,-6.6
1.28,-6.7
-0.059,-6.9
0.0000134,-7
0.00000765,-7.3
0.00000272,-4.2
0.0000019,-4.4
0.00000333,-4.8
0.00000821,-4.8
0.00000258,-4.8
-0.0000024,-5
-0.0000023,-4.9
0.00000193,-6.8
0.00000254,-8.6
-0.0000044,-8.2
-0.00000015,-8
-0.000026,-8.1
-0.000034,-6.7
-0.000036,-4.3
-0.00000052,-4.3
-0.000011,-4.4
0.00000884,-4.2
-0.000026,-4.7
-0.00000072,-4.3
0.00000977,-4.1
0.0000442,-3.9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
275,-3.9
238,458
262,978
287,693
207,646
91.8,157
-0.084,-6.2
-4.3,-6.5
-4.4,-6.6
-4.4,-6.7
-4.5,-6.7
-4.5,-6.9
-4.6,-7
-4.6,-7
-4.7,-7
-4.7,-7.1
-4.7,-7.3
-4.7,-7
-4.7,-7.1
-4.6,-7
-4.5,-7.1
37,-6.9
164,-6.6
138,-7
205,-7
236,-7
227,-7
132,-6.9
75.8,-6.2
2.08,-4
-4.4,-4.2
-4.4,-4.5
-4.4,-4.5
-4.4,-4.4
-4.5,-4.4
-4.5,-4.4
-4.6,-4.7
-4.6,-4.3
-4.6,-4.4
-4.6,-4.4
-4.6,-4.3
-4.6,-4.6
-4.6,-4.6
-4.5,-4.4
-4.4,-4.3
44.3,-7.2
164,-7.7
272,-7.5
334,-7.7
355,-7.8
340,-7.3
290,-4.4
205,-4.3
90.1,-4.2
1.13,-4
-4.3,-4.2
-4.3,-4.3
-4.3,-4.6
-4.3,-4.2
-4.4,-4.3
-4.5,-4.6
-4.5,-4.3
-4.5,-4.5
-4.6,-4.5
-4.5,-7.8
-4.5,-7.2
-4.5,-4.7
-4.5,-4.3
-4.3,-4.6
46.1,-4.2
155,-4.3
266,273
324,-6
342,-6.4
337,-6.8
292,-6.6
202,-7.5
86.7,-7.3
0.775,-6.6
-4.2,-6.8
-4.3,-6.9
-4.3,-7
-4.3,-7.1
-4.4,-7
-4.4,-7.1
-4.5,-7
-4.5,-7
-4.6,-7
-4.6,-7
-4.6,-7.4
-4.5,-7
-4.5,-7.3
-4.3,-6.9
42.5,-7
161,-6.6
158,508
324,346
345,-6.4
338,3.09
154,742
57.7,738
18.9,252
-2.8,-6.3
-4.3,-6.5
-4.3,-6.6
-4.3,-6.6
-4.4,-6.7
-4.4,-6.8
-4.5,-6.9
-4.5,-7
-4.6,-6.9
-4.6,-7
-4.6,-7.1
-4.6,-7
-4.5,-7
-4.5,-7.2
-4.4,-7.3
0.44,-6.9
21.3,-6.6
17.1,-7
-0.000011,-6.7
-0.000012,-7.1
-0.0000054,-7
0.00000123,-7
0.0000194,-6.4
0.0000248,-3.9
0.0000204,-4.3
-0.0000047,-4.3
0.00000183,-4.4
-0.00000096,-4.2
0.000000172,-4.5
0.00000219,-4.5
0.0000061,-7.8
0.00000728,-7.9
0.00000808,-8.2
-0.000000069,-8
-0.0000024,-8.2
-0.0000075,-6.2
-0.0000063,-4.6
0.000000591,-5
0.00000815,-4.4
-0.0000084,-4.6
-0.000028,-5.6
-0.00003,-7.5
-0.00000099,-7.8
-0.000001,-5.2
-0.0000019,-4.3
0.00000331,-4.2
-0.0000018,-4.2
0.000011,-4.1
0.00000598,-4.3
0.00000801,-4.4
-0.0000011,-4.4
0.00000231,-6.5
-0.0000096,-8
-0.0000012,-5.1
0.00000026,-4.3
-0.0000016,-4.5
-0.0000019,-4.4
-0.00000068,-4.9
-0.0000023,-4.2
-0.000001,-8.2
-0.00000022,-7
0.0000037,-4.3
-0.0000051,-4.5
-0.0000029,-4.2
0.00000266,-4.4
-0.0000099,-4.3
-0.000011,-4.4
-0.0000026,-4.5
0.00000491,-4.4
0.00000329,-4.3
0.00000728,-4.1
0.0000135,-4.1
0.0000033,-4.1
0.00000555,-4.3
-0.0000032,-4.4
-0.0000034,-4.6
-0.00000083,-4.2
0.00000097,-4.3
-0.0000024,-4.6
2.08E-08,-4.3
-0.00000084,-4.5
-0.0000043,-5.5
0.0000011,-8.4
0.00000161,-4.6
0.00000341,-4.5
0.0000196,-4.4
0.00002,-4.4
0.000000702,-4.2
-0.000025,-7.6
-0.000016,-7.9
-0.0000034,-7.7
-0.0000022,-7.8
-0.0000031,-7.3
0.00000486,-5.4
0.00000249,-3.8
0.0000108,-3.9
0.0000101,-4.3
0.0000199,-4.4
0.0000133,-4.3
-0.0000062,-4.5
0.0000122,-4.5
0.00000577,-4.4
0.00000113,-4.6
0.00000145,-5.5
0.00000103,-8
0.00000082,-8
-0.0000059,-8.1
0.00000151,-7.6
-0.000013,-4.3
-0.000031,-4.6
-0.0000072,-4.6
0.0000204,-3.8
-0.000014,-4.3
-0.0000041,-4.5
-0.000016,-4.5
-0.0000054,-4.9
0.00000374,-4.3
0.000000381,-4.3
-0.0000026,-4
0.0000123,-4.1
0.0000135,-4.1
0.00000199,-4.2
-0.0000056,-4.6
-0.0000028,-4.2
0.00000234,-4.3
-0.00000056,-4.5
0.00000336,-4.4
0.00000137,-4.4
-0.0000027,-4.6
-0.00000032,-4.5
0.00000579,-4.4
-0.000002,-4.4
-0.0000028,-6.8
0.00000272,-5.7
-0.0000014,-4.5
-0.24,-4.4
524,-4.1
682,-4.2
854,-4.2
652,-4.3
432,-4.1
380,-3.9
394,-4.4
104,-4.1
69,-4.1
37.2,-4.3
0.00000382,-4.3
0.00000148,-4.3
0.00000433,-4.4
0.000000439,-4.5
-0.0000084,-4.6
0.00000175,-4.4
0.00000121,-4.8
0.00000138,-4.4
0.00000293,-4.5
0.00000327,-4.3
0.00000727,-4.6
0.0000273,-4.5
0.0000113,-4.5
0.00000149,-4.9
-0.000028,-6.1
-0.000021,-4.7
-0.000005,-4.6
-0.0000066,-4.7
-0.0000043,-4.7
-0.000012,-7.5
0.00000361,-7.7
0.00000919,-4.9
0.00000421,-4.4
-0.0000013,-4.2
0.000000672,-4.6
0.00000768,-4.4
-0.0000051,-4.5
-0.0000016,-4.4
-0.000003,-4.6
0.00000182,-4.5
-0.000003,-4.8
-0.00000071,-4.5
0.00000267,-4.8
0.00000211,-4.4
-0.0000011,-4.6
-0.0000029,-4.5
0.00000167,-4.5
-0.0000012,-4.4
-0.0000046,-4.2
-0.0000056,-4.4
7.51,-4.5
329,-4.2
198,-4.4
175,-4.2
-4.1,-4
11,-4.3
-0.78,-4.3
-0.9,-4.4
-0.000004,-4.2
-0.00000043,-4.4
0.00000311,-4.6
-0.0000032,-4.2
0.00000255,-4.4
0.00000402,-4.4
0.00000275,-4.4
1.94E-09,-4.6
-0.000001,-4.4
-0.000001,-4.4
0.00000108,-4.4
-0.0000015,-4.6
-0.00000066,-4.5
-0.0000025,-4.2
190,-4.4
475,-4.3
342,-4.5
364,-4.1
234,-4.3
539,-4.5
175,-4.4
0.00000307,-3.9
0.000016,-4.2
0.0000106,-4.4
-0.00000053,-4.3
-0.0000027,-4.4
-0.0000073,-4.4
0.0000027,-4.5
0.00000231,-4.3
-0.0000014,-4.9
-0.0000022,-4.4
-0.00000067,-4.2
0.000000498,-4.5
-0.0000022,-4.7
0.0000029,-4.6
0.0000297,-4.4
0.0000112,-4.5
0.00000631,-4.2
-0.000022,-4.1
-0.000025,-4.4
-0.0000055,-4.4
-0.000016,-4.5
-0.0000085,-4.2
-0.0000066,-4.5
0.000000804,-4.3
0.00000895,-3.9
0.0000286,-4.1
0.0000109,-4.4
0.00000375,-4.4
0.00000862,-4.3
0.00000667,-7.7
0.0000253,-7.9
0.0000021,-7.8
-0.000015,-5.5
0.00000204,-4.3
-0.0000086,-4.4
-0.0000087,-4.8
-0.0000075,-4.4
0.0000183,-4.4
0.00000452,-4.4
-0.000012,-4.7
-0.000013,-4.8
-0.00002,-8
-0.0000079,-7.9
-0.0000068,-6
-0.000013,-4.3
0.00000188,-4.8
0.00000237,-4.4
-0.0000011,-4.4
0.00000299,-4.4
0.00002,-4.3
0.00000484,-4.3
1.59E-08,-4.4
0.00000298,-4.8
-0.0000016,-4.4
-0.000002,-4.3
0.00000182,-4.5
-0.0000022,-4.8
0.00000174,-4.4
0.00000109,-4.6
0.00000139,-4.8
0.000000391,-4.4
-0.0000018,-4.4
0.000000314,-4.9
-0.0000023,-4.5
-0.00000052,-4.4
-0.0000039,-4.1
0.00000129,-4.4
-0.0000027,-4.2
-0.0000068,-4.3
-0.000013,-4.2
-0.0000051,-4.3
-0.0000035,-4.2
0.0000372,-5.5
0.0000528,-7.9
0.00000305,-7.8
0.00000172,-7.7
0.00000467,-7.6
0.00000214,-7.6
0.0000032,-7.8
0.00000514,-7.8
-0.0000016,-8.3
-0.0000027,-7.7
0.00000395,-8.3
0.00000226,-8.3
0.00000952,-8.1
0.00000127,-8.4
-0.0000032,-8.6
0.00000133,-8
-0.0000048,-8.5
438,-8
379,-7.9
70.1,-7.8
151,-7.9
511,-7.4
602,-7.5
104,-7.1
51.9,-6.9
-1,-4.1
-3.9,-4.6
-4.4,-4.4
-4.5,-4.7
-4.5,-4.5
-4.5,-7.4
-4.6,-8.1
-4.6,-7
-4.7,-4.7
-4.7,-4.1
-4.7,-4.6
-4.7,-6.9
-4.7,-7.7
-4.6,-7.6
-4.5,-6
-0.43,-4.1
43.4,-4
132,-3.9
120,-5.5
284,-7.7
305,-5.5
278,-4.3
28.7,-4.5
-4.2,-4
-4.1,-5.8
-4,-7.7
-4.3,-7.5
-4.4,-4.5
-4.4,-4.3
-4.5,-4.3
-4.5,-4.4
-4.6,-6.1
-4.6,-7.9
-4.6,-5.9
-4.6,-4.3
-4.7,-4.3
-4.6,-4.7
-4.6,-4.2
-4.4,-7.8
19.7,-8
102,-7.3
115,-7.4
187,-4
90.6,-4.2
44.9,-4.4
16.7,383
1.84,713
-0.4,375
-1.5,-6.4
-1.3,-6.7
0.00000432,-6.8
0.00000205,-6.9
0.000000534,-7
-0.00000044,-7.1
0.00000265,-7
-0.0000018,-6.9
0.000006,-7.4
0.000000445,-7.1
0.00000233,-7.2
0.00000211,-7.5
0.000000522,-7.4
0.0000113,-7.2
0.000014,-7.1
0.00000797,-6.9
626,-7.2
47.9,-6.9
305,-5.2
606,-4.9
304,-4.2
359,-4
59.2,-4.3
0.00000288,-4
0.0000125,-4.1
0.0000146,-4.4
0.00000758,-4.4
0.0000055,-4.3
0.00000404,-4.5
0.00000559,-4.6
-0.0000032,-5.2
-0.0000064,-8.1
0.0000103,-6.8
0.00000285,-4.4
0.00000377,-4.7
0.00000893,-5.8
0.00000445,-8.2
-0.0000015,-7.8
0.00000527,-8
40.8,-7.8
416,-7.3
302,-7.6
21.7,-7.2
-0.0000004,-5.2
-0.000016,-4.1
0.00000703,-3.9
0.00000343,-4.3
0.0000322,-6.6
0.0000192,-8.1
0.0000104,-8.1
-0.0000049,-6.9
-0.0000003,-4.9
-0.0000057,-7.2
0.0000109,-8.5
-0.0000017,-8
-0.0000042,-8.5
0.000000195,-8.5
0.00000196,-8.1
-0.00000073,-8.4
0.0000035,-8.7
-0.0000047,-8.2
-0.0000059,-8.2
-0.0000068,-7.8
16.5,-4.5
274,-4.2
302,-7.2
321,-7.8
312,-7.7
432,-6.7
384,-4.5
230,-4.2
333,-6.1
0.0000203,-7.4
0.0000155,-7.5
-0.000014,-7.8
-0.0000099,-7.5
0.000000412,-5.2
-0.0000046,-4.7
-0.00000086,-4.6
0.00000254,-4.4
-0.0000034,-4.8
0.00000305,-7.1
0.0000152,-7.9
0.00000075,-5.3
0.00000162,-4.4
0.00000575,-4.1
0.00000719,-4.3
0.000000394,-4.4
-0.000018,-7.2
-0.000019,-7.7
-0.000016,-5.1
-0.0000062,-4.4
0.00000214,-4.4
-0.0000014,-4.3
0.00000285,-4.2
0.000000687,-4.1
0.0000254,-4.2
0.00000558,-4.3
0.00000373,-4.3
0.0000114,-4.3
0.0000105,-4.5
-0.0000072,-4.4
-0.0000087,-4.3
-0.00000044,-4.5
0.00000592,-5.3
0.00000143,-8.2
0.0000157,-8
0.00000951,-6.4
-0.0000011,-4.4
0.0000085,-4.4
-0.0000056,-4.2
0.00000298,-4.5
447,-6.9
-2.8,-7.6
0.00000395,-7.4
-0.0000032,-7.5
-0.59,-4.4
-4.1,-4.4
-4.1,-4.3
-2.6,-4
-3.5,-4.3
-4.4,-4.4
-2.7,-4.4
-0.0000048,-4.3
0.00000113,-4.4
-0.0000045,-4.4
0.00000598,-4.5
-0.0000041,-4.7
-0.0000018,-4.5
0.00000517,-4.5
0.00000108,-4.5
0.000000725,-6.1
-0.000012,-8
0.000002,-8
0.00000819,-5.9
-0.0000029,-4.1
-0.000019,-4.4
-0.000016,-4.8
1.65,-4.7
0.127,-4.6
203,-4.4
144,-4.2
40.3,-4.9
42.7,-3.9
14.8,-4.1
-2.6,-4.3
-4.3,-4.4
-4.4,-4.4
-4.4,-4.3
-4.5,-4.4
-4.5,-4.4
-4.6,-4.4
-4.6,-4.3
-4.6,-4.6
-4.6,-4.7
-4.6,-4.5
-4.6,-7.9
-4.5,-7.6
-4.4,-7.5
3.09,-6.3
7.26,963
26.3,196
231,-6.5
319,-6.5
337,-6.7
291,-6.9
200,-7
81,-7.3
-0.91,-5.2
-4.3,-4.2
-4.4,-4.4
-4.4,-4.4
-4.4,-4.3
-4.4,-4.3
-4.5,-4.4
-4.6,-4.7
-4.6,-4.5
-4.6,-6.6
-4.6,-7.9
-4.6,-8.3
-4.5,-7.9
-4.5,-8
-4.4,-4.4
12.6,-4.4
114,252
220,-6.6
295,-6.7
328,-6.8
307,-6.5
231,-6.9
141,-6.5
70.9,-6.9
0.78,-6.7
-4.3,-7
-4.3,-7.1
-4.4,-6.6
-4.4,-4.3
-4.4,-4.3
-4.4,-4.3
-4.5,-4.3
-4.5,-4.2
-4.5,-4.8
-4.5,-4.4
-4.5,-4.7
-4.5,-5.7
-4.4,-8
-4.3,-7.4
11.4,-7.5
116,405
219,734
302,527
341,1
351,1.01
299,1.12
206,1.18
74.6,712
-1.9,-6.2
-4.3,-6.5
-4.3,-6.6
-4.3,-6.7
-4.3,-6.8
-4.4,-6.9
-4.4,-7.1
-4.4,-7.6
-4.5,-7.4
-4.5,-7.4
-4.6,-5.5
-4.6,-4.9
-4.6,-5.8
-4.5,-5.2
-4.5,-5.6
11.5,-7.1
114,-7.7
225,-8
303,-7.5
332,-7
321,-4.4
273,-4.4
190,-4.3
80.8,-4.3
-0.35,-4.1
-4.3,-4.2
-4.3,-4.2
-4.3,-4.2
-4.3,-4.1
-4.3,-7.9
-4.4,-7.5
-4.4,-6.7
-4.5,-4.3
-4.5,-4.5
-4.6,-4.3
-4.6,-4.2
-4.5,-5.7
-4.5,-8.2
-4.4,-7.9
13.6,-6.6
106,-4.3
217,-4.3
295,-4.4
331,-4.3
330,-4.2
300,-4.2
83.6,-4
14.9,-4
0.146,-6.6
-4.3,-6.1
-4.3,-4.3
-4.3,-4.4
-4.3,-4.5
-4.3,-4.4
-4.4,-7.5
-4.5,-6.7
-4.5,-4.6
-4.6,-4.2
-4.6,-4.3
-4.5,-4.4
-4.5,-5.1
-4.5,-8
-4.4,-7.7
1.47,-7.4
103,-6.5
121,-5.6
141,-4.3
26.3,-4.4
65.1,518
68,873
65.7,768
55.4,245
0.0000175,-6.5
0.0000126,-6.4
0.0000148,-6.5
0.0000418,-6.7
-0.000026,-6.8
-0.0000079,-6.9
0.00000999,-6.9
-0.0000036,-7
-0.0000012,-7
0.0000103,-7.3
0.00000339,-7.1
0.00000538,-7.3
0.00000665,-7.1
0.0000111,-7.2
0.7,-7.5
11.5,65
46.1,555
46.7,338
139,-6.8
233,-6.2
261,-6.3
207,142
87.2,1.1
85.8,331
0.0531,-6.3
-4.3,-6.4
-4.3,-6.6
-4.4,-6.8
-4.4,-6.8
-4.4,-6.9
-4.5,-7
-4.6,-7
-4.6,-7
-4.6,-7.3
-4.6,-7
-4.6,-7.2
-4.6,-7.2
-4.5,-7.2
-4.4,-7.4
8.85,-7
51.2,-6.7
97.5,-7.1
52.3,-7.2
45.9,-7.1
43.6,78.5
34.8,689
33.3,1.23
26.2,378
-0.53,-6.2
0.0000045,-6.7
0.00000678,-6.6
